Date,AAPL,MSFT,GOOGL,AMZN,TSLA,BTC-USD,GLD,SPY
2021-01-25,399.0728534127849,408.429766967668,150.7564659138811,380.4762434556319,157.49063635358573,477.6216215536596,381.5802078957977,157.36230695195113
2021-01-26,385.51386357095646,409.72895766228066,154.6071243141095,374.62287856878066,157.93378490306364,477.282140979705,379.6832217773164,155.81221789095838
2021-01-27,399.3325912563892,413.3506698808255,152.1984193218516,370.11510330398266,162.91554912927288,482.26396385924846,386.73354908625413,159.5044669676291
2021-01-28,397.259965525786,397.26902000109015,149.57792343807967,369.27418720880087,164.15623495888903,480.30861727585904,387.0323727951054,161.33673504942516
2021-01-29,398.0249104696073,392.1711740273781,150.27605223258476,364.7061671085148,161.8489062714901,481.0159338338753,382.04167380149966,160.86280311526966
2021-02-01,384.3813572401088,400.6817537878826,154.06205070095206,371.1054752499878,163.62576652878857,480.348908509616,382.0377286950675,162.3203928978574
2021-02-02,379.4152101251945,407.9413229406473,150.7237816157167,383.59954331350445,161.89426277958003,478.631565491962,377.7287027208759,161.4890954697472
2021-02-03,380.54523434042017,410.47005418466176,150.9740251869793,379.1786234381604,159.28265357210924,480.824524593852,379.9605925581723,161.77542134905693
2021-02-04,370.0282363688949,399.35523354414875,152.4247390436893,376.3704681366408,154.9875568130943,474.09506432230154,381.42148769501404,162.7573158195226
2021-02-05,373.5072316554908,404.29301386908617,154.76157226395583,375.43434640347607,148.6262887952622,472.83477297040935,385.76520949445097,161.92940753418074
2021-02-08,368.17181016991617,410.34586038530335,155.4030505857997,379.33745869283837,147.29574471668442,474.74998770726984,382.52787452254296,160.5429924996498
2021-02-09,365.67213389561306,410.9153373593403,154.21864243937307,378.4622062604786,147.87904514828583,485.24579347816035,382.88689788472044,163.14810336257827
2021-02-10,360.4391600309769,421.3372556530629,151.50547336890966,388.254454371615,147.57721510300271,478.6882021802279,377.18715735300134,164.50370392951248
2021-02-11,376.7399714636981,415.64845129130777,151.83726152317865,396.5912280255417,146.16549842323718,481.79624181057017,380.3889727588664,159.74323993626945
2021-02-12,376.7248332010474,411.50708770585055,148.36206410233666,388.19030613679433,142.94262481384263,485.55026694664446,382.83219719366593,158.41103992624994
2021-02-15,367.1659857121031,390.84231298287733,139.02648635841638,392.08339888726306,145.02504813508025,474.9074740374492,385.19123071409535,156.85725062262628
2021-02-16,374.59845237835873,398.33839191353997,140.3857034228162,403.18246748287817,140.55817676856978,477.37171440550037,385.4116347842131,155.64483573847315
2021-02-17,363.61100429264405,401.05792799995265,143.17876885241623,399.73532122515496,143.16156659776092,482.5064583000525,387.4333043308927,157.43985549745034
2021-02-18,365.5579412808882,387.4808804669039,135.9003945530813,397.7837010098668,139.81442849438406,486.0287199536044,394.6786809015614,157.5319227785347
2021-02-19,348.2832348154497,373.7570239671524,132.97358051716236,394.14075212613324,137.3684625768607,485.70243845361233,393.62453661348735,154.74243108189722
2021-02-22,337.1606451117469,367.26918487432783,134.79930342874542,390.68227792808665,132.65300630485095,487.77776734157754,394.4598595432936,154.02439017657792
2021-02-23,338.86777857553784,373.36858325704156,140.84788316182198,378.95517250321546,131.11700144113675,488.9173721891747,389.83222696446245,155.159442261437
2021-02-24,345.0361877308155,371.2429208282512,140.95704976188802,369.9376750209782,134.1612322924286,479.28586649481605,386.21955892967156,154.76899113334528
2021-02-25,346.5698000995429,365.31212794621825,138.7811136805824,370.6468614572985,135.82292990222203,480.5389819211849,386.86078823312573,153.5254176500767
2021-02-26,345.6969848822859,357.9768708160066,138.27665010018566,381.0934046786108,138.98637382862006,478.60382130596287,391.90574355638967,154.2371525311369
2021-03-01,343.2709799737317,350.4620221350625,142.437650251503,377.0085638249072,140.72916981824267,474.76062711115213,390.98673383895533,157.52948849187425
2021-03-02,331.05646138575577,336.79856141754055,140.49185511566066,372.7647974909579,137.10247456999835,488.896435296884,390.15994128044997,158.52610252567442
2021-03-03,325.37001550735926,328.65398267648527,138.10656147485122,384.5523112966157,136.06613680392815,496.31252931308825,388.5803783828871,161.2569941978168
2021-03-04,321.82733612011117,321.622946428094,136.70797771255465,376.94944330397243,133.59672790451157,489.7075097762917,386.44517315059346,160.10170006821548
2021-03-05,330.17354532765347,326.23633333625423,133.9307111150214,365.684255421281,137.81690779513616,491.87770153309833,387.94859061227766,160.13801673808283
2021-03-08,333.0208613828602,325.2743499391643,134.32992682636333,360.32550087033815,133.96286320094018,500.53647623939423,381.5932253014057,160.13236238711812
2021-03-09,318.87235553736366,319.94002874334376,139.0986698775746,356.13753554130636,136.8155387401509,491.8225305715914,387.3334982741857,160.43282372058428
2021-03-10,321.47109468324015,335.1407388812371,140.1168372112916,344.9327455251892,139.72656267076204,492.43029929267533,384.6326687520788,161.40425911538966
2021-03-11,318.5601413745742,330.74919487198645,139.39681187883,344.2973936614014,145.78346812259582,493.31364140211684,387.9864782884582,159.5325446519247
2021-03-12,313.42006473902126,338.75987116824416,138.56140174381397,350.4422966087531,144.41048449023967,486.02167390504803,382.6278442854195,160.92691353961382
2021-03-15,318.16116188691046,350.0996238428801,133.91692883347505,342.37480286019377,146.86844561306134,488.36512353749697,385.7345145281776,157.57947666521375
2021-03-16,326.21065685261067,339.04595890317773,136.5209137844952,343.0944269173456,154.7993108138821,494.9838550596595,388.87995402854705,154.8993672745985
2021-03-17,333.6746147917866,339.70271253098775,136.33519665312653,345.75063145852556,152.58287169472968,503.9907610845021,390.7853441315253,159.24650396040005
2021-03-18,326.9768487503095,336.26489013535513,135.8467568567419,345.39618616814374,147.0997445321614,502.66423862506974,386.60614845600435,158.24516635769757
2021-03-19,324.61789286667516,332.30396811079504,145.28236706339132,346.74199883846103,140.61791913997945,517.7302066692789,387.91155624709376,159.7971476893512
2021-03-22,327.31999845116434,336.20863117707825,146.26927992732087,348.1668438829061,143.0126201347904,505.26992125506854,382.9354399329877,163.3743538762615
2021-03-23,335.1608481877853,332.0842613920136,143.93600681680832,343.16532786824405,136.70030833976625,507.56645081219824,382.05270164380414,158.51962513138187
2021-03-24,331.3608483290025,328.8695147208746,142.6541051502092,352.7430671339509,135.53323634477695,499.23485252281995,386.7129162144096,160.8908454744704
2021-03-25,329.9635164032196,327.88373252427584,146.24748725249086,360.969822269221,136.96181637261097,499.9298798592732,390.41204838434254,162.3004515854045
2021-03-26,321.20192685213425,325.52886026464665,146.6536529228752,369.00652746850363,137.5917253270814,496.9992188932939,390.69533867235043,165.8116983557013
2021-03-29,311.97265283534887,317.8812635988459,142.134550641863,376.0326868313177,139.00352369649863,500.14559526091267,386.6038198993546,163.32362326194047
2021-03-30,318.21202076673933,323.17502548792277,145.00947514600495,365.3882064496548,139.76438814905248,499.5552258941836,389.641090076617,166.45591252024388
2021-03-31,328.7736757645635,330.2211465822245,142.95891219510779,371.7599351303971,144.00910132795286,494.8264395802953,389.9423242091921,164.91368028759396
2021-04-01,328.29374939469443,332.6759326632121,148.80350141239225,376.40371831141067,140.81147956629184,490.52767770224307,379.9240063034704,167.22751604736112
2021-04-02,336.3808375806061,330.26525857419927,152.33142731987564,366.01349020182425,138.59838355156936,501.9208629831601,383.4977249589824,167.20539402119314
2021-04-05,339.42872328024873,325.6594688899688,150.9056137492027,364.7577568745162,136.10764166795016,504.721528601013,383.6050187745159,168.93480431202502
2021-04-06,334.2138095556254,321.1284696518519,155.13998264250185,366.78680276518526,138.802313656174,494.7028884081497,389.0349899533004,169.09865807788432
2021-04-07,337.2401108222168,336.69758116427187,155.4183016610108,378.13568903885636,141.77995955108923,498.0921773782572,384.43076070937144,165.1168439667092
2021-04-08,349.9207221737886,343.2788158088587,158.33829782414708,383.33718759318754,143.32086118626776,497.1040145455363,370.8301320195225,158.48219009960405
2021-04-09,349.7171049674925,337.5475916767369,160.0514635073091,377.46698061340214,147.3514989613311,497.291867249095,372.2061597113535,158.9672946242963
2021-04-12,363.0926103153412,338.825755007599,157.17064778184294,389.3608459992483,143.29591478300787,502.2849118272089,373.6398348900306,158.47625840806714
2021-04-13,340.1198794801691,336.46733255758824,155.0318055390005,389.86731106678815,148.95920296330533,509.49102946556513,366.70144313956706,159.34881090844428
2021-04-14,346.9995564367827,340.6158621276646,158.53927606752436,388.2378654248146,154.34092122703265,504.46996032477733,362.8458801994066,158.8805582209098
2021-04-15,347.83204103865114,344.53572331587145,157.44167117750555,386.1090840830129,157.05264256690145,504.4552664489446,374.35493176514296,163.0969332358695
2021-04-16,345.40874323307713,352.2939276559639,156.11689633303857,374.8363175293199,163.68362983716318,501.35336761394814,373.268195089381,163.6398323647794
2021-04-19,346.27691155377744,346.3371737243388,152.93926762005287,374.2711584392274,157.3326489534703,505.0619904702675,376.56114541643444,162.7450927558827
2021-04-20,329.67896851796723,347.2252970695329,154.39158939235756,377.86390280436643,155.42543646643026,503.8347650464011,373.99830914871325,163.51255178840586
2021-04-21,328.01668531709794,334.998365995248,161.33610645448675,375.3893125687674,152.76910899119622,504.17235670926055,365.36266482670993,162.65730224720022
2021-04-22,330.95278767390926,326.556266581697,157.65959208887236,378.46387581849945,155.40230332173033,502.7203963738413,364.8614043009971,162.90812133883873
2021-04-23,342.9140951351583,332.58156748870863,157.79348246414557,372.66950498442264,151.59348577038043,502.25068534236993,363.9673334953788,160.38755969980664
2021-04-26,338.7009374152733,326.2793171109427,162.66936019553057,371.89522623732154,154.33506852875954,512.5601126204181,362.5226587220417,160.42347663432508
2021-04-27,332.15474162106847,320.82659651231853,162.4417176620989,374.2343416594123,159.3556776909772,527.2491225093272,362.25335848528266,159.48195095647375
2021-04-28,328.20684523499176,320.9102200233145,164.08546818590455,375.71968305411076,162.00373295836724,529.7759975133175,363.5368531683567,157.2105859994939
2021-04-29,335.5900484399226,325.5927826815797,160.3645595531152,364.87456149969086,163.12511561004655,529.3196201777657,363.1209197263646,161.29621517570217
2021-04-30,338.3630313271103,318.6919546076594,161.90373868448413,362.12717164467415,159.36636140739773,519.4807744750196,358.13032676097333,159.08069003207967
2021-05-03,334.1114690310164,296.2165447859127,161.3003353303594,373.4189543008245,156.22379170644504,514.967046734894,360.29817535635874,159.1484315716087
2021-05-04,338.3678836830069,291.08922357946483,164.79516086706116,370.2422286778086,160.8607212678067,514.3600652100819,352.5532220735765,157.5429090076539
2021-05-05,339.2620007767657,298.36793680899007,169.08520072373997,370.5343984105971,163.8527391554432,510.16731785193787,344.5720413178999,158.20335296524237
2021-05-06,347.3321242801383,300.58299277514675,178.62002131403509,370.1316966158817,163.7407136485305,506.6445987964346,347.64387955053377,155.6386961910391
2021-05-07,341.516034076068,308.8236114566752,180.91963079157296,380.9336413316589,162.1668824457604,516.2680506416558,349.8301822720104,157.38909556858485
2021-05-10,338.89932191109693,301.83131476789106,182.25455979566843,390.1147579942562,154.46400735585755,516.6111544908244,349.7968319731863,161.60283472878828
2021-05-11,335.7727879384275,291.874411227084,183.0807959020243,396.0719013239798,150.60280183973074,517.5019894488081,344.46929006968105,159.89548066116447
2021-05-12,323.9473241762565,294.75172378246396,181.74038581458782,389.2193860707812,157.42145742402639,513.5343154705221,341.90179562041874,162.47562881702564
2021-05-13,326.3676511225598,296.3204074309912,183.1312936890112,391.9710415775865,152.70881624353254,520.8672396587989,341.0750380729272,161.72452139546925
2021-05-14,328.52841956350755,298.29326612683747,182.01954662493185,396.23882246311194,153.4266365673156,519.723381296205,335.10701674290607,164.94065930244363
2021-05-17,328.6635519005971,304.0943941509829,182.74255756280687,391.37384017978457,157.10500988441888,516.6831129916706,332.491352712853,169.68282900673384
2021-05-18,326.88746016897477,306.83887031854283,188.01499539907118,385.33796175378023,152.49636399677178,507.17030670066845,335.1288581702354,169.2248541680211
2021-05-19,315.7567343932345,309.5076200867036,183.97879490185036,397.5476817492794,153.1960476408541,506.96703220830597,340.7250045419564,165.94127507952868
2021-05-20,312.6250950780896,314.1515345701442,188.57899907307467,395.5591986672489,156.61790485755444,503.81395628908376,339.2972128972291,168.0396498559681
2021-05-21,310.1155818443776,317.50375980281,194.0178584588692,407.44136451214456,156.7009555172993,514.0356249623701,342.38845178839324,168.58564920572525
2021-05-24,304.1686349465801,323.1895208848139,193.5849286743602,415.0757770755732,167.3293215970821,525.4352829342744,335.16524169273197,169.74056845791605
2021-05-25,303.0658300233909,329.9723736636342,184.75461302088507,418.3799111424723,160.7896663787092,517.9126943565318,337.85095424724545,169.04851550308305
2021-05-26,306.12371350872155,340.4165152395995,182.38331042400134,422.0520634225353,164.83887336497182,511.19220011794283,334.96578055113747,167.16382751459733
2021-05-27,320.21994149751094,336.05788322622726,187.5640279519424,411.4524280708734,164.2065360261565,509.683412533433,336.3158080022042,169.7383689650537
2021-05-28,321.66818503292,339.4941560818436,187.53209729887698,413.21428291980584,167.23204175988863,504.918834781194,335.5595987318306,170.5000774411995
2021-05-31,323.7704881738864,337.07718350738196,183.5356605392745,424.1306456135726,169.0104797694223,506.38316488883083,340.7572210791475,167.361570092058
2021-06-01,323.27873226378233,331.494511709865,181.5894778626456,429.62827549402067,166.13052605728754,504.5866713375122,337.5755431486754,168.910293810427
2021-06-02,308.3227296174781,326.97746784736256,184.95339514249383,431.0558930031167,167.0661294379466,506.42748517527343,340.158972890857,170.03317487980158
2021-06-03,308.21297427788755,330.4168256091101,187.2028004828567,444.7688028718378,159.79153682606045,512.6898902694472,339.27194075754886,169.37204242105537
2021-06-04,308.75188404478865,333.3757459027533,186.29520998188679,443.4858649309726,162.10059781179595,506.389176630635,338.8523453191262,172.99101093932077
2021-06-07,327.291596090456,336.2399269334307,184.87617699433116,438.68200515823503,163.27768280077603,512.5257808651224,338.3353457188303,171.66055105537117
2021-06-08,325.8582080114804,334.83727221343145,183.3681509072046,440.1356572648787,165.77336753351608,508.26544026860614,335.28635518751184,171.3414849926282
2021-06-09,328.335715810075,335.004355502763,179.7657152789263,446.52605486791737,169.94569673357398,521.371898464123,335.418593354437,173.1089570551721
2021-06-10,328.1535347066803,340.73245563110646,186.11123238121732,432.71969542224565,171.4579094046828,531.5567743513215,335.3666875909746,173.33955450409857
2021-06-11,318.9436779292787,330.5341228074481,184.8729263261022,435.19070744728583,172.0966369535098,531.0162680697767,336.46756559730204,170.2818676031666
2021-06-14,327.8782370355353,330.8420814087745,189.80480970768883,441.85857032575564,168.56427786838248,525.1236947567394,336.9755440153043,170.7453492145182
2021-06-15,333.9537233095566,331.59080058250595,196.11816637910175,439.90029422376904,165.7750827993302,518.1060376318695,340.2038365024935,169.88393777333127
2021-06-16,340.4585642209343,336.82491419946285,200.42079461559473,449.0269312687211,170.44986462168063,523.638056859839,343.94605128738283,171.83124969968006
2021-06-17,333.04503832110555,327.698888218302,198.61300024903912,454.5174953807541,176.25897496000098,523.6187017872675,340.0491478050124,172.22625866322855
2021-06-18,344.47516484299007,337.82688766854847,200.4136042937439,472.54693038604887,175.3115821179801,529.5399684658702,343.57912503697463,172.4953605630092
2021-06-21,332.85855339320796,339.443073786317,200.37372581711088,466.2956163894616,175.54294758127037,543.5448864870618,339.1589556108431,170.20547964485132
2021-06-22,337.693271462958,341.4333674028465,196.51836094320615,473.613747656889,171.84245485893865,538.7578751437723,341.60200804949073,169.75422608981052
2021-06-23,355.73598280082115,338.7864417956945,197.9622721156056,465.0378013231057,176.6317345092809,531.0773831640196,344.1858522512022,171.94934329857705
2021-06-24,347.28944133361597,342.64742799872135,192.9732036170918,451.5302994950166,179.44289828414227,532.4611257888284,336.9354029030275,170.27333614750154
2021-06-25,342.6178713238256,343.12949666546757,197.99801561336267,434.9450988926811,187.69330825479835,539.8574185076427,337.4763837986243,170.2584845407182
2021-06-28,343.54461271203536,351.7329400753334,196.07062364145432,439.4451602382272,183.85296220573554,534.0146846688235,335.87492436833065,168.24545762599786
2021-06-29,339.44701557514145,341.5487797309947,196.98825551320726,441.14581642115587,182.25868131921854,534.4065056145,333.17828384855716,165.7157960590671
2021-06-30,326.77446292759515,342.9176197841122,198.26045271677356,437.50101124807,183.2956341707321,543.256691746561,338.45373280922996,165.5887919523483
2021-07-01,327.4118877633052,345.92040125510016,197.21351991621145,423.5278994140812,186.13110743224644,532.9190094184631,336.13869271212906,166.01800361027986
2021-07-02,319.0678032838029,344.75477027280266,199.78265534213472,418.3915274929848,185.22908433341294,534.5776092067161,333.25890778248754,170.3715963734711
2021-07-05,322.8254523128353,342.0590029105035,197.7933980862211,418.6320462774202,181.46256147621634,531.3285520673787,333.7288312268834,169.42121843713065
2021-07-06,315.71728171356136,339.6751309929192,201.5888615425298,424.91468773892,185.27416878267917,532.2821996068615,336.50170368752475,169.36768355370813
2021-07-07,327.6797420496331,341.03018492720264,195.77978089403223,424.9986308447658,188.46613271625483,536.9319761894947,336.14893473546164,166.6755029754223
2021-07-08,321.547210918465,328.5944921987348,196.37907670781453,427.17051757941476,184.44143550595052,538.5107333995335,340.7699714275318,168.056359503082
2021-07-09,319.12719115260234,335.19937290451827,204.68668916703018,424.44530317042484,190.375824843485,532.2373321008297,343.0053816168278,168.98138365351647
2021-07-12,325.5173235295614,332.0626818918892,200.3201158401374,438.23738703072695,195.67015712914684,529.2476061526631,334.7442970474707,172.30366671146012
2021-07-13,315.8903512138854,333.07033966188243,197.44577159901735,430.2945966971598,196.33548684564823,538.3670630367536,332.924943820399,174.84835942631642
2021-07-14,317.72428759004134,335.7057449994336,199.70678496957345,425.00649594704254,196.75002215558035,540.6399373337421,330.99356065476366,175.70477607435157
2021-07-15,327.8913019139475,332.25176816053795,200.5481364198142,421.3915922015678,199.3650993108795,546.1991289943452,332.9715957892507,174.69131530368833
2021-07-16,315.19816338416354,331.5069545010775,202.13572408245503,425.785187025953,195.36401660925566,547.9960149834073,323.270106450217,175.2141336204464
2021-07-19,316.70059306650546,317.8961914058685,204.34225651538065,417.90757624814194,195.54832248456847,553.4281915069199,332.76984208346175,175.0203494755224
2021-07-20,318.7883506302637,322.77688596276516,207.2167405881708,419.15393420249325,185.67660021808095,551.0087914035753,334.95296221440015,177.24560562265754
2021-07-21,324.9265730186718,330.02183218566523,212.262592981568,420.6278086276516,189.55505751692493,546.1747960260986,335.7025412848804,179.2065010241815
2021-07-22,315.2690930335337,318.7205931369032,214.21492353033702,415.4960541242493,182.62516482060303,551.2949204453776,340.3751483509487,178.57690663189263
2021-07-23,305.25994532642795,316.2165267205495,213.16558805700362,418.21153942799066,189.13790759837624,558.8392348051584,349.58690564112845,175.24697571462653
2021-07-26,309.2130449569274,308.4248097363835,216.33888469142278,410.71153218855994,187.7112236901199,552.9644549803248,353.2236985802252,178.33974097375224
2021-07-27,311.5297712711015,307.4397954514101,225.3079843194519,402.52524577285334,186.81923862407746,549.3687541075883,357.2102323782216,179.74691797525895
2021-07-28,313.512473095074,311.6367455739039,224.73418391228907,403.45984957920086,184.0999060702186,548.4836357508901,357.9361365939359,179.06157284433704
2021-07-29,316.2376336144069,318.04238991149134,220.06548156385182,391.41337203706956,182.8937753461462,559.1906485579267,357.5613943335679,180.38377188271372
2021-07-30,311.111226888422,325.4519550292975,225.41172932388602,376.25403401106894,189.05025804967434,563.1035866487169,355.83510165138864,180.61960624293076
2021-08-02,312.95359979809064,334.2859290295639,224.8974611346102,380.1090748183199,178.01234985488753,554.4490335412265,352.70714016674833,183.77255141262668
2021-08-03,315.26864829342077,332.91391814985866,214.39140859227047,387.5920152651298,183.4107008630352,554.0173143635296,350.1616142669113,179.22955510947298
2021-08-04,309.8953967799141,325.27341612536605,218.39454794238478,384.47650791592986,184.91481768434073,552.5820051896261,345.0063254483196,178.36536429911436
2021-08-05,324.01184268566004,324.6533038219618,215.93425959917255,379.97066799754435,179.699093899255,545.0768740456422,344.9013329558805,182.12841808411537
2021-08-06,327.82960790925665,328.9835329874994,215.5811562875671,387.1490170573753,175.18819053140976,544.5761641639265,338.52003089331635,183.521326438059
2021-08-09,318.44889347205026,320.89473133319586,217.20070166979204,379.230818251929,182.14976340013746,542.8803063891129,339.4385662568858,187.80670333076833
2021-08-10,323.6127746759193,331.8917520016748,218.16709566324835,369.96358889445094,178.13448195830642,540.7290811240886,339.4870842324006,184.89035257945733
2021-08-11,316.053437931612,338.10877649933735,221.58903975910374,374.9370467323646,173.3352894421677,538.2931949903477,340.23935462205407,187.5262887085803
2021-08-12,322.1793452706424,336.8302843807872,219.57176034777447,375.1864982175304,178.02141369000822,547.8543311372501,338.4183659668192,190.05378231150954
2021-08-13,331.32782970037846,332.0940708777514,222.08233249432456,382.68168997359356,179.48355470115033,545.6699513084842,350.38383225469516,185.9676135524641
2021-08-16,324.8261606906929,327.7070843647541,220.90652057812687,367.8922831288801,175.55911026698746,546.1676307203193,355.9684230304616,185.3164706850947
2021-08-17,332.51137334434327,328.3434987854605,224.51184825173743,358.6511326514193,176.49663470853602,545.9638548530299,351.1545006610284,185.1223034972071
2021-08-18,335.9367825892547,326.9490945302544,227.57598170890267,358.9244763894671,172.27223530895057,542.8726243195529,352.27394969967816,181.29160081884325
2021-08-19,342.7331320614032,333.42418434465844,223.04084894997067,361.84594462479254,176.78148095766733,543.5597019830365,350.0463699849918,180.7060264534972
2021-08-20,358.60332916670495,331.2362953508182,228.35749545691124,367.632618214005,181.24442124180254,544.156466412137,346.22345920371254,182.81536662092572
2021-08-23,356.57147517720495,334.7916584316565,225.78183036652376,368.99194889879567,183.55923031923749,544.8467928235356,341.1672075015849,181.94876402120417
2021-08-24,350.1535780339942,334.7380189658351,229.80522944844677,370.2877173860911,185.16680542723478,539.4745754259217,343.02410984733194,182.58180965807773
2021-08-25,342.6977629227137,336.72180095588,231.70730022972052,367.83552826058025,192.89488378808178,538.3311199624139,340.5703270095371,183.23421438886118
2021-08-26,336.01348746069203,335.28732808279744,241.0040358624557,378.72295109079425,192.9389322471548,543.3561752955362,344.4872960845087,183.26678221948026
2021-08-27,335.4814865438305,340.26821257230466,239.91630855955606,371.2715899646324,187.6112088951098,542.3739078662015,348.55045546472905,181.65025234905713
2021-08-30,338.3545032802585,345.4259150973458,238.1797778386007,373.89525414687694,189.64247389377635,543.5892385413529,354.1602260824944,183.26501659866557
2021-08-31,340.7229802602526,348.81269641165153,238.15701325108296,367.3268041816193,199.00903463229218,544.8411482970657,350.941730928035,179.55013326472593
2021-09-01,347.6585078659283,353.282052300243,236.6711106879144,371.10344735005117,194.29735824358912,547.7125838113353,353.0231175155848,179.63037711763388
2021-09-02,347.86804347295134,346.63301498581546,240.84696860146636,364.250028314137,192.6882582674849,551.5160933861919,355.744124290095,182.92201198796212
2021-09-03,360.235116100927,349.06585232155976,232.49696825139807,369.38771730992687,194.6245314016467,550.5561101874574,354.03311306480174,181.92083185056293
2021-09-06,358.02561623620494,358.10432124219994,227.2685652347074,370.329829294378,194.4232022575278,544.7876293031018,351.13859973379857,180.26388022067675
2021-09-07,381.7557394886671,361.84517041854167,222.08825866603883,382.33240782188767,189.96878954652075,537.0949317713032,357.7258105120937,182.02243929153335
2021-09-08,387.6601291361706,354.3980686459543,226.72982663540162,380.5583785891062,195.03541126065537,543.746705406057,358.844470572571,182.4697407747388
2021-09-09,379.7100011077525,354.1907258451387,235.20062881635275,383.70669603932816,205.74370805349722,548.8862957429126,361.624608128539,184.29703946842443
2021-09-10,369.9539802142848,357.05010674275417,234.74515705394364,378.4267444792929,206.74307086183848,553.2880728289122,358.4622629822814,184.45097734796724
2021-09-13,374.3906147084845,351.69094441385727,233.96340133032552,376.6232625768391,202.38753143890406,558.786396851158,353.7170279479356,178.79311816976548
2021-09-14,372.46845705222336,342.1046194546679,234.39425554920905,377.5400478931906,195.04826805129196,557.8971678888513,351.63458638344736,181.59218540989585
2021-09-15,379.0274151186886,340.0472042584323,240.36669152238963,367.18269865847793,196.2799201507469,553.9458530563746,351.3360638949745,186.53376646365857
2021-09-16,383.48794353851514,335.05808400728347,235.6187436576025,357.8455366392064,201.43170368474745,547.6883819254365,347.30139776636065,189.70620745012252
2021-09-17,382.9205304036168,335.10436288188356,236.91128101141044,361.95066617898954,203.73455797444407,540.7944429271373,347.4550867996247,181.05315113616226
2021-09-20,375.1638812821029,324.37765985280697,241.99031313545674,361.1645039848134,203.77104739134083,548.738476713198,341.0114532512123,182.1742890111416
2021-09-21,361.4839032207371,328.2508400427699,244.6942859362125,357.4282629904708,200.98964501756694,545.7087459935035,336.88001146026573,181.13137864048417
2021-09-22,357.67187408470625,324.14557367746636,245.77814379456285,352.78887194025805,195.8644864715394,552.7076173254493,339.62313339163245,178.64220695282404
2021-09-23,365.2059162125639,330.86412378485915,251.18481487212574,348.4581127579129,199.76327358155498,551.6621374120572,342.1307433181155,178.98679991949575
2021-09-24,367.20773301692134,329.13868214327016,236.56538418184127,349.34968553925125,204.11162864832545,547.4191510232222,340.8037083946935,178.70068674052703
2021-09-27,356.2152803297985,329.10967106739145,240.11417647071494,352.36805894368086,196.72538221238145,540.4960655294981,337.0690763650313,179.94083269906616
2021-09-28,357.81424632689215,328.09016270640365,236.79188487521122,339.06055939194357,204.14156601387796,536.903229285693,333.33861830134066,180.133377014458
2021-09-29,361.2619100497497,323.6287409638999,227.4837053968223,347.99195465267155,206.9511580098685,546.1014403093942,332.11584870952504,177.57239261275967
2021-09-30,353.61914594530197,340.07707570149165,230.0753687329951,356.7058548308537,213.82510352894684,539.2607435429345,334.7210291185123,176.30254428353996
2021-10-01,355.0395459966891,336.78566757346806,236.99269553921533,341.6781629899373,207.11320159499076,552.9636357392126,338.42086857089294,174.6724145790324
2021-10-04,355.642919786788,343.95684693414097,236.36443242746302,348.6355023198987,200.49633753574756,547.6334510692437,336.70760783971275,170.8381248846516
